RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
Yes,5.6,16.1,0,3.8,3.6,N,61,NNE,NNE,26,37,69,55,1020.7,1013.3,7,7,11.3,14.6,No
Yes,7.7,14.2,6,4,7.7,SW,39,SW,SW,15,24,87,52,1019.4,1018.3,6,5,9.5,13.1,Yes
Yes,13.9,21.3,0.6,3.2,0.5,W,28,NNE,WSW,9,15,87,90,1019,1017.8,8,8,17,16.4,No
Yes,17,21.3,0.2,8.2,2.8,SSE,56,SW,S,20,28,95,72,1007.5,1010.8,8,7,17.2,18.6,No
No,3.8,15.8,0,3.6,9.4,W,44,WNW,W,24,26,61,42,1021,1016.6,1,1,9.5,15.5,No
Yes,3,14.8,0.2,1.4,4,SW,30,NNW,NW,11,13,89,73,1020,1019.1,4,5,11.7,13.8,No
No,14.8,28.7,0,14,12.8,ENE,78,E,NE,30,20,46,18,1016.9,1013.5,0,4,19,27.2,No
Yes,9.8,15.3,0.2,1.4,0.9,WSW,56,N,W,35,26,82,70,999.7,1002.2,7,5,10.5,14.6,No
No,14,18.7,5,6.4,0.8,S,41,S,S,31,24,83,57,1025.5,1026.4,7,7,14.7,16.3,Yes
No,17.3,31.4,0,6.6,11.2,E,39,ENE,N,17,11,58,30,1025.1,1020.7,1,3,21.6,29.9,No
Yes,15.3,43.8,0,7.6,10.3,WSW,72,ESE,WNW,6,22,64,17,1010.8,1005,3,6,23.4,41,No
No,21.2,24.8,0,8.6,10.7,NE,48,NE,NE,24,33,81,79,1007.9,1006.3,7,6,23,24,No
No,19.7,24.4,0.2,6.4,8.5,E,50,ENE,E,28,30,73,66,1023.6,1021.5,2,2,22,23.6,No
Yes,23.9,31.7,57,7.2,8.5,SE,52,SSE,SE,20,28,73,67,1015,1013.8,1,7,28.5,27.5,Yes
Yes,24.7,32,0,4,7.1,N,37,ENE,NE,4,19,67,82,1009.7,1006,6,5,30.1,26.7,No
Yes,0.7,9.6,3.2,1.8,1.9,NNW,65,NNW,NW,20,26,70,91,1004.4,1003.8,7,8,8.5,4.3,Yes
No,6.7,16.8,0,5.8,10.2,SSE,33,WNW,S,20,22,56,41,1020.7,1020.5,1,1,13.2,15.6,No
No,6,18.3,0,3.2,9.8,W,43,NW,W,15,24,48,37,1028.2,1026.2,1,0,10.6,17,No
Yes,19.4,24.7,0,5.2,1.4,NW,48,N,ESE,9,13,65,84,1008.8,1007.1,7,7,21.7,17.5,No
No,19.2,29.9,0,10.4,11.7,NNE,59,N,NE,17,37,53,47,1013.4,1009.7,2,6,25.2,29,No
No,13.8,17.5,0,3.2,2,SSW,33,W,S,9,17,67,74,1033.6,1030.8,6,5,15.9,16.6,No
Yes,18.6,21.1,3.6,1.8,0.4,WNW,37,NNW,WNW,13,13,87,93,1013.7,1011,7,8,20.8,18.2,Yes
No,6.5,16.3,0,3.6,9.6,S,46,W,S,28,24,54,47,1027.4,1027.3,1,3,8.2,15.1,No
No,10.1,22.9,0,3,3.5,SSW,43,N,NW,7,15,39,25,1022.4,1017.5,6,1,13.7,21.9,No
No,18.6,21.4,0,4,3.4,NW,39,NW,WNW,19,28,89,92,1015,1013.2,7,8,20,20.2,No
Yes,24.8,30,32.2,1.4,0.4,N,46,NE,N,15,15,87,90,1005.2,1003.4,7,7,25.9,26.8,Yes
No,22.4,30.4,0,10.2,8.9,SSW,52,E,NE,11,15,69,66,1015.9,1012.8,1,7,26.9,27.1,No
Yes,8.3,16.7,0,1.8,1.5,N,56,NE,NNE,26,22,81,60,1017.4,1013.4,7,7,11.9,15.6,No
Yes,11.5,20.3,0,2.4,0.5,S,35,WSW,NE,13,9,71,72,1019.1,1015.1,7,7,16.1,18.1,No
Yes,13.8,20.1,0,3.4,6.2,W,65,WNW,WNW,19,15,62,81,1016.5,1014.8,1,7,18.2,16,No
No,19.3,23.9,12,2.4,11,SSW,56,SSW,S,30,26,79,69,1002.9,1003.8,6,3,21.6,23.4,Yes
Yes,19.4,29,0,6,4.3,WNW,91,SE,E,11,9,50,61,997.8,994,7,7,25.8,23.5,No
No,18,22.7,0,7.8,11.2,SE,41,SSE,SE,20,28,54,63,1018.3,1017,1,7,21.7,20,No
No,19.6,30.2,0,10.6,8.6,ENE,39,E,NE,28,7,43,30,1023.3,1019.5,4,7,23.1,29.4,No
No,8,19.8,0,0.6,2.4,NNE,24,NNW,N,9,15,68,44,1022.3,1018.8,5,7,13.8,19.5,No
Yes,13.1,30.3,0,3,7.1,W,24,ENE,SSW,6,7,88,43,1009.8,1007.3,6,7,17,29.8,No
Yes,7.3,14.3,0,3.2,0.2,N,39,NNE,NNE,13,15,59,64,1004.7,999.7,7,7,12.6,14,No
No,13.5,21.8,0.6,4.2,8,ESE,35,ENE,ESE,11,20,70,48,1025.5,1024,6,3,19.7,20.7,No
Yes,14.8,18,40.8,5.6,0,SSE,50,SSW,SSE,22,17,83,83,1015.5,1014.5,7,8,16.4,16.8,Yes
No,13.7,27,0,10,10.7,SE,48,SE,ESE,11,30,65,56,1020.8,1019.4,2,2,23.1,26.3,No
No,21,26,0,8,13.2,ENE,43,E,ENE,19,24,73,63,1016.5,1015.4,6,3,23.5,25.4,No
No,2.9,19.7,0,0.2,9.6,NNW,52,N,NW,7,30,68,29,1013.9,1006.4,0,1,10.4,19.5,No
Yes,19.3,24.2,0.2,4,5.7,ESE,41,S,E,9,20,83,63,1018.2,1017,5,6,22.2,23,No
No,10.2,19.1,0,4,2.9,SE,28,NW,E,15,17,66,48,1022.6,1018.3,7,7,14.6,17.6,No
No,18,30.9,0.8,5,11.2,S,50,NW,S,13,33,69,79,1010.1,1008.4,0,5,23.4,21.1,No
No,17.2,31.2,0,7.8,11.5,N,35,ENE,NNW,13,15,65,34,1019.4,1015.4,2,3,21.5,29.8,No
No,17.4,22.8,0,15.8,7,S,63,WSW,SSE,30,39,42,63,1002.1,1004.5,3,7,20.4,19.1,No
Yes,10.9,18.4,0,3.8,3.2,W,43,W,WSW,11,22,77,44,1020.6,1016.5,7,7,14.2,18.3,No
Yes,24.8,31.3,14.4,7.4,4.1,N,37,WNW,NNW,13,22,84,75,1006.6,1004.5,7,7,27.8,28.8,Yes
Yes,8.6,19.9,4,8.2,6.3,SW,57,W,SSW,24,33,91,42,1007,1007.8,8,5,9.8,19.2,Yes
No,18.8,24.7,3.4,8.2,10.7,E,69,ESE,ESE,33,43,67,60,1018,1016,1,6,22.5,23,Yes
Yes,21.3,33.3,0.8,4.6,8.6,S,61,NNE,ENE,7,17,70,58,1014.2,1012.1,5,3,24.6,27.5,No
No,19.9,23.8,2.2,2.6,2,S,50,SSW,S,26,31,81,74,1016.1,1015.7,7,7,21.1,22.2,Yes
Yes,25.4,31.3,0.6,6.8,3.8,SW,41,N,WNW,11,26,76,62,1013.6,1010.2,6,8,28.6,30.7,No
No,9.6,20.6,0,5.8,8.4,WNW,69,WNW,W,24,33,39,27,1008.1,1008,6,2,15.4,19.8,No
No,15.7,20.5,0.4,5.6,10.2,WNW,50,S,S,19,22,61,56,1017.5,1017.7,1,1,19.4,19.4,No
Yes,10.1,11.9,0,3.2,0.8,N,63,NNE,N,28,28,68,73,1011.2,1007.2,7,7,10.3,10.5,No
Yes,25.2,29.3,4,8,0,W,56,W,WSW,39,17,88,90,1007.1,1004,7,8,25.2,27.4,Yes
Yes,19.1,26.6,7.6,4,9.9,SSW,35,SSW,S,24,20,63,58,1020.2,1019.6,2,2,22.3,25.7,Yes
No,13.4,24,0,5.8,12,NE,46,NNW,NE,20,31,62,60,1025,1022.6,2,2,21.5,22.9,No
Yes,22.1,30.3,0.4,11.4,4,E,56,SE,ESE,17,28,57,88,1017.5,1016,7,8,28.1,23.3,No
No,20.1,32,4.8,11.2,3.9,N,54,NE,N,22,17,82,47,1015.1,1012.9,7,7,22.2,30,Yes
No,12.7,26.2,0.6,2.8,6.3,N,48,NNE,N,19,28,63,49,1013.7,1005.7,6,3,19.4,25.5,No
Yes,3.2,16.6,0,2.4,1.6,ENE,17,ENE,ENE,7,11,99,60,1022,1016,7,7,5.9,14.5,No
No,17.8,21.7,0.8,5.4,5.5,SE,41,ESE,ESE,19,22,79,57,1021.8,1019.3,7,7,19.3,20.4,No
Yes,20.5,27.7,0,6.8,2.9,SSW,48,NNE,SSW,28,28,69,83,1018.1,1016.5,7,7,22.6,20.3,No
No,13.8,18.4,0.2,4.2,6,SSE,31,SE,SE,13,20,62,57,1026.5,1023.8,7,6,16.7,17.3,No
Yes,25.8,31.9,3.8,6.4,6.2,NW,35,SW,NW,13,19,83,62,1009.7,1006.1,6,5,28,31.7,Yes
Yes,4.6,16.6,0,3.4,4.9,NE,52,ENE,E,31,19,52,52,1018.3,1014.8,3,7,10.4,14.2,No
Yes,25.3,34.3,0,7,6.3,ENE,50,E,ESE,9,6,71,91,1012.5,1008.9,3,8,29.5,26.9,No
No,21.2,27,0.6,4.6,8.4,SSE,31,SSE,SSE,17,19,77,61,1010.9,1009.6,6,2,23.3,26.1,No
No,14.3,31.4,0,10.8,10.5,W,33,ENE,SSW,15,15,48,18,1012.8,1008.9,3,7,20.8,29.1,No
Yes,22.8,35.7,0,8,4.4,WNW,56,E,N,13,7,42,24,1018.9,1015.1,7,7,26.7,35.1,No
No,12.5,20.6,0,1.4,2.2,N,41,NNW,N,20,31,60,45,1012.6,1007.3,7,3,16.2,20.1,No
No,21.2,29.4,0,10.8,6.1,SSE,37,SE,SE,6,20,65,60,1010,1008.9,7,6,24.9,26.4,No
Yes,8.5,13.6,1,1.6,0.8,W,39,W,SSW,28,22,87,90,1008.1,1011,7,8,10.7,10.8,No
No,21.2,31.4,1,7.8,9.9,WSW,52,SSE,WSW,17,24,83,39,1008,1006.4,7,3,21.5,30.5,No
No,15.2,23.4,0,5,5.6,WNW,31,W,W,13,17,58,66,1017.1,1015.1,5,7,22.1,20.9,No
Yes,7.6,14.4,0,2.4,3.2,N,54,N,NW,22,20,78,49,1022,1017.1,7,7,8.3,12.8,No
Yes,7.2,13.5,1.2,2,7.2,NNW,56,N,N,15,24,78,76,1016.5,1014.6,5,2,9.9,12.4,Yes
No,16.4,20.3,11.4,4.2,9.9,S,61,S,S,26,26,68,55,1017.2,1016.2,5,2,18.3,19.2,Yes
No,16.1,32,0,5.4,10.9,E,33,NNE,NE,13,11,79,47,1019.3,1016.3,0,2,22.4,30.3,No
Yes,12,23.3,0,4,6.5,NW,35,WSW,WNW,11,13,66,28,1020.6,1019.4,6,5,15.8,22.1,No
No,19.7,34.5,0,36.2,12.9,ENE,31,E,SE,19,13,54,30,1015.7,1012.4,1,3,24.1,32.3,No
Yes,9.7,16.8,12.8,3.4,6.7,SSW,44,SSW,S,30,20,75,70,1029.4,1027.5,2,7,13.8,15.2,Yes
No,19.4,24.5,0,9.8,9.7,SSE,44,S,ESE,26,17,77,63,1023,1021.3,1,4,20.2,23.4,No
Yes,16.6,23,0.8,6.2,6.6,ENE,61,NE,ENE,26,33,69,51,1033.6,1032.2,7,7,19.5,21.2,No
No,15,22.7,0,3.8,10.7,SSE,41,SSW,SSE,17,22,60,42,1016.4,1014.8,1,1,19.2,20.8,No
No,16.1,27.7,0,6.4,11.1,ENE,35,ENE,ESE,17,13,56,31,1012.4,1009.9,5,4,19.7,27.3,No
Yes,7.5,18.3,6.6,2.4,6.3,WNW,44,NNE,NW,13,20,81,61,1019.5,1019.8,3,7,12.7,16.4,Yes
No,11.4,23.6,0,4,10.2,NNE,54,NW,NNE,13,37,62,66,1021.3,1016.4,3,7,21.4,21.8,No
Yes,25.3,34.1,0,6.6,8.5,SE,30,ENE,N,20,13,66,50,1009.6,1006.8,5,6,28.8,33.9,No
Yes,3.2,10.8,1.8,2,3.5,SW,43,WSW,SW,22,22,69,88,1027.4,1025.3,7,7,6.7,9.2,Yes
Yes,8.9,20.9,0,4.6,5.8,WSW,41,WSW,W,11,26,99,65,1010.7,1009.9,8,7,16.1,19.7,No
No,10,20.6,0,6.4,8.7,WSW,28,WNW,NE,17,17,48,47,1018.9,1016,7,7,15.1,18.5,No
No,21.6,30.6,0,13.2,2,SW,39,S,SW,20,22,46,45,1014.1,1013.5,7,7,27.7,29.7,No
No,7.8,17.4,0,2.8,5.6,ENE,44,ENE,NE,26,11,63,56,1025.6,1021.1,1,7,13.3,16.6,No
Yes,16.6,37.2,0,14.8,7.2,N,81,N,N,61,44,40,23,1010,1006.9,1,3,27.3,35.4,No
Yes,18.8,28.8,5.6,2.8,6,NNE,46,N,N,26,30,69,54,1007.4,1006.1,7,7,20.7,25.6,Yes
Yes,10.5,22.7,0,2.4,9.2,WNW,26,NNE,NW,9,9,86,68,1016.2,1014.3,1,3,15.8,20.8,No
No,10.8,20.5,3.8,3.8,8.5,W,54,W,W,20,31,61,31,1001.9,1003.7,5,1,15,19.3,Yes
No,6.6,19.4,0,4.8,9.8,WSW,33,W,WNW,17,6,49,29,1028.8,1027,1,1,11.5,19.3,No
Yes,11.9,17.6,12.6,5.8,5.8,W,72,W,W,24,46,78,36,1000,1001.4,7,6,12.3,16.4,Yes
Yes,23.2,30.7,4.8,8.4,4.9,ENE,37,WNW,ENE,26,28,93,70,1009.7,1006,7,5,23.3,29.7,Yes
No,12.9,25.1,0,4.4,6.2,S,61,WNW,SSE,13,41,47,68,1017.7,1018.7,7,3,17.7,19,No
No,8.6,23.3,0,1.6,9.6,NNW,31,NNW,N,15,15,63,49,1019.1,1013.9,1,1,16.6,22,No
Yes,12.4,30,0,3.6,7.3,ESE,35,E,N,15,13,74,36,1014.8,1011.1,8,5,17,28.2,No
No,7.4,18.9,0,3.6,7.5,SW,35,S,SW,15,19,53,23,1019.1,1017.6,1,6,14.4,18.2,No
Yes,20.9,22.7,0,10.4,0.1,SE,44,SSE,SE,28,24,66,61,1014.9,1015.2,8,8,21.7,21.7,No
No,20.6,33.1,0,5.8,9.1,ENE,52,ENE,NE,20,13,53,29,1018.6,1014.9,6,7,23,31.5,No
Yes,20.4,27.6,29.6,3.6,4.2,SE,37,SE,ESE,13,17,87,62,1009.1,1007.5,8,7,23.9,26.4,Yes
No,15.7,26.4,0,3,9.3,NE,37,N,ENE,11,26,57,54,1012.5,1008.1,6,6,22.6,25.7,No
Yes,4.4,19,2,2.8,8.8,NW,57,NW,NW,6,35,87,32,1011.5,1008.3,3,3,10.7,17.5,Yes
Yes,9,21.4,0,2,6.3,NW,44,NNE,N,11,13,82,55,1013.1,1006.9,1,7,13.8,20.3,No
No,15.6,29.4,0,9.8,12,ENE,44,ENE,ENE,24,9,54,33,1011.7,1007.6,5,2,20.4,27.6,No
Yes,8.9,28,0,5.8,6.9,NNE,61,SE,SSE,7,20,75,40,1015.5,1010.2,8,7,15.8,27.2,No
No,12.6,32.9,0.4,5,12.1,NNW,37,ENE,NNW,15,17,52,18,1020.7,1015.8,1,5,21.9,31.5,No
No,10.1,22.1,0,11,9.3,WNW,57,WNW,SSE,35,19,34,38,1008,1005,0,4,15.7,18.1,No
No,5,20.4,0,4.2,5.3,E,28,E,NE,17,7,48,31,1029.1,1026.4,6,7,13.7,19.8,No
Yes,19.5,24.5,0,9,0,WNW,26,E,ENE,7,7,85,91,1016.3,1013,8,8,20.1,19.8,No
No,21.5,29.5,0,10.2,3.9,ENE,33,NE,NNW,20,22,52,49,1017.8,1014.6,7,7,24.6,26.1,No
No,10.1,17.2,0,1.8,4,N,26,NW,W,11,11,61,52,1014.6,1013.2,6,7,14.9,15.7,No
No,16.4,23.5,0,6,9.9,E,31,E,SE,19,15,65,64,1012.6,1011.5,5,4,21.3,21.9,No
Yes,-1.1,13.2,0.2,1.8,1.9,W,63,N,W,19,26,60,86,1012.1,1010.9,6,7,8.3,6.9,No
No,13,17.6,0,4,5,WSW,43,WSW,SSW,24,11,58,46,1009.9,1009.9,4,7,13.8,17.3,No
Yes,22.9,28.7,0.2,7.8,3.3,SE,50,SE,SE,22,19,72,89,1015.3,1012.4,7,7,25.8,25.8,No
Yes,11.6,15.8,8.8,7.4,1.3,SSW,44,SSW,ESE,24,2,92,91,999.3,998.6,8,8,12,12.2,Yes
Yes,11,20.1,0,6.2,4.3,W,69,W,WNW,24,44,73,61,1015.1,1012.9,8,5,15.9,19.4,No
Yes,12.1,15.9,0,4,0.3,SSE,30,WSW,SSE,15,13,82,87,1013.8,1014.2,7,8,15.1,15,No
Yes,11,14.6,4.2,0.6,2,SW,31,SW,SSW,13,15,96,83,1010,1009.7,8,7,11.4,13.1,Yes
No,16.6,30.7,0,7.8,11.1,ENE,44,NNE,NE,15,26,57,42,1016.2,1011.6,3,3,25.2,29,No
Yes,20.3,26.2,0,14.6,0,N,56,NE,NE,6,19,42,65,1003.5,1007.1,8,8,25.9,23.5,No
Yes,23.9,32.2,18.2,0.4,5,W,24,SW,SW,15,13,85,54,1009.3,1005.7,7,7,26.4,31.4,Yes
No,12,25.7,0,5.4,10.7,NE,43,N,NE,11,24,61,49,1022.6,1016.3,0,3,19.6,24.1,No
No,16.8,24.9,0.2,7.8,7.1,NE,52,ENE,ENE,20,31,50,42,1021,1017.4,6,3,20.2,23.4,No
Yes,7.5,13.6,0.2,3.2,0.2,NNE,46,N,NNE,17,17,62,62,1021.8,1015.2,7,7,13,12.4,No
No,7.8,17.4,0.8,2.4,6.1,SSE,24,ENE,SSE,13,6,92,50,1015.4,1014.7,6,3,11.1,15.9,No
Yes,14.1,20.2,8.2,6,5.9,WSW,50,W,WSW,13,30,81,46,1007,1006.6,7,6,18.2,18.3,Yes
No,18.3,24.5,0,8.8,9.4,S,54,S,E,13,30,61,57,1012.1,1011.7,3,2,21.6,23.4,No
Yes,10.1,15.2,3.6,3.4,6.5,WNW,83,W,WNW,35,46,87,66,995.5,993.9,8,4,12.3,13.6,Yes
Yes,10.8,17.3,3.6,1.2,2.4,SW,30,NNE,SSE,9,2,89,81,1021.3,1020,2,7,14.1,16.6,Yes
No,11.2,22.9,0.4,9.6,11.9,SSW,69,SW,WSW,33,31,39,11,1017.7,1016.3,1,0,15.9,21.3,No
Yes,9.3,17.1,0,2.5,6.4,W,43,SW,WSW,20,22,86,43,1018.5,1016.3,7,6,11.9,15.8,No
No,2.7,21.1,0,1,9.6,NW,35,ESE,NW,13,19,71,21,1023.4,1018.5,1,1,8.3,20.8,No
No,3.2,21.5,0,3.6,10.8,NNE,39,NE,NW,19,13,63,35,1025,1020,3,2,14.1,19.5,No
Yes,17.3,19.2,0,3.8,0.8,ENE,52,NE,ENE,26,28,77,83,1013,1007.5,7,8,18.8,18.3,No
No,13.2,31.9,0,5.6,11.8,W,37,ENE,WSW,7,17,42,8,1013.8,1010.3,2,2,20.9,30.1,No
Yes,11.1,20.6,0,3.8,2.1,WNW,57,NNE,NW,9,33,76,68,1009,1006.3,7,7,17.7,19.1,No
Yes,25.2,32.4,0,7.4,8.9,ENE,48,E,ENE,20,35,60,60,1014.3,1012.2,2,6,30.4,30.1,No
No,11,25.2,0,5.4,10.1,N,46,NW,N,11,31,58,24,1025.5,1021.5,1,1,15.7,24.5,No
Yes,8,13.8,0.6,3.6,3.8,W,39,N,N,19,20,79,71,1003.9,1002.1,6,7,10.6,12.7,No
Yes,19.9,24.9,8,3,9.1,WSW,50,WSW,WSW,20,31,72,67,1002,1001,2,3,23.1,24.6,Yes
No,13.7,24.6,0,4.2,10.8,NNE,56,NNE,NNE,26,41,60,60,1021.7,1018.2,1,1,22.4,22.6,No
No,18.9,24.6,0.2,5.4,7.3,ENE,37,E,SE,22,20,67,59,1012.8,1011.8,6,2,21.7,22.4,No
Yes,8.1,15.8,32.2,3.8,4.1,WSW,81,WSW,WSW,19,37,64,62,1006.8,1009.8,7,7,12.3,15,Yes
Yes,12.2,19.4,0,0.6,3.1,W,52,NNE,N,15,17,73,86,1012.9,1007.9,3,8,17.3,16.7,No
No,17.9,30.7,0,8.6,11.8,SE,33,NE,NNW,15,7,61,32,1021.4,1019,1,7,22.5,29.7,No
Yes,24.8,28.9,45.8,6.8,0,NNE,48,ESE,NNE,19,13,91,95,1007.8,1005.7,7,8,26.5,25.6,Yes
Yes,8.9,15.8,0,2.2,0,S,41,SW,S,17,22,65,94,1024.2,1020.6,7,8,13.3,14.1,No
No,11.9,14.9,0.2,2.6,0.1,W,35,NNW,W,15,28,88,48,1019.6,1018.1,8,7,13.8,14.8,No
No,14.1,22.8,0,9,12.9,NE,65,NNE,NE,24,41,54,51,1022.4,1018.6,2,1,24.6,26.5,No
No,10.5,27.1,0,4.4,9.4,SSW,26,E,S,13,13,61,24,1025.3,1022.3,7,7,17.2,26.8,No
No,15.9,21.5,0.6,6.6,12.9,SW,56,SW,ESE,37,22,25,25,1011.4,1010.9,1,1,16.8,20.5,No
No,15.9,30.3,0,8,11.9,NE,50,NW,NE,13,31,53,39,1017,1011.7,0,1,21.6,28.2,No
Yes,15.4,18.2,1,3.8,2.4,N,43,NNW,N,20,9,71,89,1009.5,1004.7,8,7,17.8,13.6,No
Yes,14.8,17.1,0.2,5.2,0.1,NW,50,NNW,NNW,13,30,91,85,1015.6,1011,8,7,15.8,16.6,No
Yes,5.7,10.2,15,3.4,3,WSW,87,SW,WSW,35,35,77,63,1008,1009.6,8,8,6.5,8.9,Yes
No,4.5,15.2,0,2.4,9.2,ENE,30,E,ENE,19,13,70,50,1030.9,1027.3,1,1,9.3,15.1,No
Yes,9.6,16.1,1.8,0.6,2.9,S,35,SSW,WSW,15,19,73,85,1022,1021.2,7,8,12.7,13.6,Yes
Yes,22.4,30.8,0.2,5,7.5,SSE,37,SSE,E,2,15,77,78,1011,1008.6,6,6,27.1,27.7,No
No,13.3,17.2,1.8,3.8,9,S,57,S,S,30,30,63,59,1015.1,1013.4,3,4,15.7,16.3,Yes
No,19.6,32,0,9.4,12.8,W,43,WSW,SE,17,26,30,26,1008.9,1007.3,1,1,25.3,28.9,No
No,14.4,27.1,0,7.8,11.3,ENE,48,WNW,ENE,15,35,46,44,1017.5,1013.4,1,6,20.9,24.6,No
No,22.3,31.1,0,9.4,12.4,NNE,48,NW,NE,11,26,58,46,1021.2,1017.3,1,1,26.7,30.6,No
No,15,18.9,3.6,2.4,8.2,SSE,43,SSE,S,22,20,77,64,1015.8,1014.2,3,2,17.9,17.9,Yes
Yes,12,18.8,0,4.6,0.8,WNW,70,NW,WSW,15,7,65,80,1010.5,1007.7,7,7,14.4,14.5,No
Yes,15.1,23.3,27.8,1.2,4.6,NNE,31,NNE,NW,11,17,97,59,1013.8,1011.7,7,4,16.8,23.2,Yes
No,17.7,24.7,0,8,13.1,NW,31,NW,N,15,15,68,60,1015.5,1013.5,4,1,21.4,23.5,No
No,12.5,18.6,0.4,4,3.4,ENE,37,W,E,11,13,62,72,1024.5,1021.7,5,7,16.6,17.4,No
Yes,8.4,13.1,9,3,5.5,WSW,65,WNW,W,24,37,80,59,1009.4,1011.3,7,4,9.5,11,Yes
Yes,24.8,32,1.6,8.2,3.9,ESE,74,SE,ESE,20,43,81,67,1005.1,1001.9,7,6,27,30.8,Yes
Yes,7.5,17.4,4,1.6,4.7,NNW,35,NNE,NNW,7,15,97,67,1019,1015.9,6,5,11.2,16.6,Yes
Yes,10.9,25.7,0,8,7.3,WNW,65,SW,NNE,9,6,44,58,1006.6,1005.3,2,8,20.4,19,No
Yes,11.7,20.5,0.4,6,8.4,WSW,57,W,WSW,24,33,65,44,1013.1,1014.4,7,7,18.1,19.5,No
Yes,14.9,26.2,0,11,3.2,WNW,56,E,E,15,24,43,66,1011.3,1012.1,7,7,24,22.3,No
Yes,24,30.5,0,3.8,10.6,E,43,ESE,SE,15,26,72,69,1010.5,1007.8,4,6,28.9,29.3,No
Yes,3.2,15.8,0,2.4,2.3,E,26,ESE,ESE,15,13,65,53,1021.9,1017.5,7,7,10.2,15.3,No
Yes,3.1,11.1,5.6,3.2,7.2,S,39,WSW,SSE,9,26,92,46,1030.9,1030,7,2,5.6,10.7,Yes
Yes,17.5,25.7,1,4.4,7.1,SE,48,SSE,SSE,30,28,72,59,1021.5,1019,4,6,21.5,24.2,No
Yes,10.7,17.6,3,2.6,4.1,S,48,SW,SW,26,17,66,89,1026.2,1025,4,7,14.6,13,Yes
No,14.5,28.2,0,8,7.9,S,28,SE,S,17,15,44,25,1019.2,1014.3,4,3,21.7,27.9,No
Yes,19.5,23.3,9.6,4,0.4,E,30,WNW,NE,9,9,92,75,1011.2,1007.6,8,7,20.7,23.2,Yes
Yes,12.7,19.2,18.6,5,3.9,SSW,39,SSE,SSW,6,22,96,65,1011.9,1010.5,8,6,13.4,18.8,Yes
Yes,14.3,29,1.6,8,1.9,WNW,72,N,W,24,41,67,97,1000.5,1000.8,8,8,21.9,16.2,Yes
No,5.7,20.9,0,1.6,7.3,E,31,E,E,15,15,70,43,1033.1,1029.9,3,7,13.5,19.9,No
Yes,16.2,23.3,7.2,3.4,2.9,NE,28,NE,N,6,7,79,87,1020,1016.2,6,7,21.4,19.7,Yes
Yes,24.4,29.9,15,7,2.9,NE,35,NE,NE,17,17,96,75,1011.8,1008.2,8,6,24.6,29.2,Yes
No,6.5,26,0,4.6,11.3,NNW,37,NNE,NW,15,13,30,15,1022.6,1018.8,0,0,17.1,25.6,No
No,18.9,26,0,7.4,7.3,NE,50,NNE,NE,20,26,48,59,1019.7,1016.7,6,7,23.6,22.7,No
Yes,9.6,16.2,1.8,5.4,6,W,48,WSW,WSW,11,13,74,65,1013.8,1012.3,6,7,11.1,14.5,Yes
Yes,4.4,13.7,0,1.6,0.2,WNW,41,ENE,N,15,17,88,79,1018.9,1014.2,8,7,8.4,13.3,No
Yes,6.6,18,0.6,2,3.8,W,52,NNE,WNW,11,24,89,55,1019.4,1015,8,6,9.6,16.8,No
No,18,32.2,0,9.4,9.4,W,41,ENE,NNW,15,7,60,30,1012.5,1008.4,2,2,25.1,31.4,No
Yes,12.5,22.6,0.2,4.6,2.4,NW,46,NNW,NW,20,24,55,86,1008.3,1007.6,7,8,21.3,18.3,No
No,23.4,30.4,0,9.6,10.1,NE,48,NNW,NE,15,35,72,49,1022,1020,7,2,25.1,28.3,No
Yes,23.5,25.7,0.8,4,0,ESE,35,SSE,S,15,17,85,82,1009.3,1007.1,8,8,24.8,25.2,No
No,17.6,29.3,0,9,12,SE,46,WSW,E,17,28,33,35,1008.6,1007.6,1,1,26.7,27.2,No
No,14.9,26.1,0.2,6.2,11.6,SE,41,E,ESE,11,30,66,58,1012.3,1010.2,1,1,21.6,24.7,No
No,20.4,30,0,7.6,12.7,NNE,48,WNW,NE,11,31,62,42,1016.6,1012.6,2,1,25.1,28.8,No
Yes,24.6,28.9,0.6,6.8,1.3,NNE,46,SSE,SSE,15,9,82,88,1013.2,1012.5,6,7,28.1,25.4,No
No,21.1,25.2,3,3,6.2,SE,39,SE,SE,17,20,91,77,1020,1019.3,6,6,23,24.4,Yes
Yes,17.9,21.9,0,3.2,9.4,N,48,NNE,N,24,15,84,81,1017.3,1014.8,3,7,20,20.5,No
No,4.9,15.5,0,1.8,6.6,W,37,W,SW,9,24,84,51,1019.6,1017.3,7,8,8.5,14.2,No
Yes,25.6,34.1,0,9.2,7.8,NE,41,S,N,11,11,77,83,1011.9,1008.2,5,5,29.7,27.9,No
No,19.9,30.4,28.6,4,8.9,SSE,57,WSW,SE,19,37,67,66,1007.8,1011.3,3,6,24.1,22.7,Yes
No,2,18.1,0,4.8,10.7,WSW,37,WSW,WSW,13,20,76,39,1019.3,1015.7,1,1,9.6,17.5,No
Yes,8.5,13.4,14.4,1.6,5.3,S,44,S,SSW,15,17,65,65,1020.8,1021.2,2,2,11.1,12.7,Yes
